created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
Wed Jan 25 03:36:42 +0000 2023,1618090458885890048,Warga Surabaya di atas 18 tahun di luar tenaga kesehatan dan lanjut usia mulai dapat menerima vaksinasi dosis keempat sebagai penguat demi menjaga masa perlindungan atau kekebalan komunitas dalam masa pandemi Covid-19.https://t.co/otpLpXjyRF  #Nusantara #AdadiKompas,0,0,0,0,in,79237556,1618090458885890048,kompasmuda,https://twitter.com/kompasmuda/status/1618090458885890048
Wed Jan 25 03:28:04 +0000 2023,1618088285116727296,Warga Surabaya di atas 18 tahun di luar tenaga kesehatan dan lanjut usia mulai dapat menerima vaksinasi dosis keempat sebagai penguat demi menjaga masa perlindungan atau kekebalan komunitas dalam masa pandemi Covid-19.  https://t.co/2HCWx7Wzt7  #Nusantara #AdadiKompas,0,0,0,0,in,155456716,1618088285116727296,KompasKlasika,https://twitter.com/KompasKlasika/status/1618088285116727296
Wed Jan 25 03:27:31 +0000 2023,1618088145421230080,Warga Surabaya di atas 18 tahun di luar tenaga kesehatan dan lanjut usia mulai dapat menerima vaksinasi dosis keempat sebagai penguat demi menjaga masa perlindungan atau kekebalan komunitas dalam masa pandemi Covid-19. #Nusantara #AdadiKompas https://t.co/rZ75fDVkjN,0,0,0,0,in,1504348745722654720,1618088145421230080,AuisGrand,https://twitter.com/AuisGrand/status/1618088145421230080
Wed Jan 25 03:21:43 +0000 2023,1618086686621138945,Warga Surabaya di atas 18 tahun di luar tenaga kesehatan dan lanjut usia mulai dapat menerima vaksinasi dosis keempat sebagai penguat demi menjaga masa perlindungan atau kekebalan komunitas dalam masa pandemi Covid-19.   https://t.co/xXdsKQG9Mb  #Nusantara #AdadiKompas,0,0,0,0,in,255866913,1618086686621138945,hariankompas,https://twitter.com/hariankompas/status/1618086686621138945
Wed Jan 25 02:35:03 +0000 2023,1618074942674997249,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 25 Januari 2023 #infovaksin https://t.co/VRh9r5nH4U,0,0,0,0,in,79130206,1618074942674997249,jpnncom,https://twitter.com/jpnncom/status/1618074942674997249
Tue Jan 24 16:14:34 +0000 2023,1617918791463370752,"Walikota Surabaya, Eri Cahyadi mengatakan, vaksin Covid-19 booster kedua akan dilakukan lebih fleksibel, agar mudah dijangkau masyarakat. https://t.co/hIlvUf9MUg",0,0,0,0,in,1291246080269545472,1617918791463370752,ngopibareng_id,https://twitter.com/ngopibareng_id/status/1617918791463370752
Tue Jan 24 14:37:58 +0000 2023,1617894482661498880,Dinkes Surabaya Ajukan Vaksin Covid-19 Ke Pemprov untuk Booster Kedua https://t.co/Lf5kXfpcHB,0,0,0,0,in,2392460208,1617894482661498880,jawapos,https://twitter.com/jawapos/status/1617894482661498880
Tue Jan 24 14:17:19 +0000 2023,1617889287554600960,"INFO VAKSINASI COVID-19 PFIZER 1,2,3 &amp  4 MASYARAKAT UMUM   Yuk, yang ingin Vaksin Dosis 1, 2, 3 &amp  4 bisa langsung mendaftar online yaa.. 😍  Informasi Layanan RS. Bhayangkara Surabaya Hubungi 0318292227  #rsbhayangkara #rsbhayangkarasurabaya #blu #blusinergi https://t.co/pZ2Av1Lec1",0,0,0,0,in,1382170112849899527,1617889287554600960,RSBsby,https://twitter.com/RSBsby/status/1617889287554600960
Tue Jan 24 09:35:04 +0000 2023,1617818254172647425,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 24 Januari 2023 #infovaksin https://t.co/VUBugT8c5t,0,0,0,0,in,79130206,1617818254172647425,jpnncom,https://twitter.com/jpnncom/status/1617818254172647425
Tue Jan 24 04:34:48 +0000 2023,1617742690761994240,"@kryptonpieces @memefess ’’Saya Eri Cahyadi, wali kota Surabaya. Tolong bantu saya untuk memutus mata rantai Covid-19. Jalankan protokol kesehatan. Memakai masker, mencuci tangan, menjaga jarak, menghindari kerumunan. Ketika kita bergotong royong, bekerja keras dengan ikhlas, ... Tin..tin..tiiiinn 📣""",0,0,0,0,in,78075031,1617151368871170048,fandidanfandi,https://twitter.com/fandidanfandi/status/1617742690761994240
Tue Jan 24 03:47:39 +0000 2023,1617730827290566656,#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 24 Januari 2023 #jadwalvaksinsurabaya #lokasivaksinsurabaya  https://t.co/VUBugT8c5t,0,0,0,0,in,79130206,1617730827290566656,jpnncom,https://twitter.com/jpnncom/status/1617730827290566656
Mon Jan 23 20:11:48 +0000 2023,1617616106511863816,"Vaksinasi #Covid19 Booster Kedua, Jatim Siapkan Fasilitas [ https://t.co/AmcQGEoNQa ] #Surabaya, Beritasatu.com-Pemerintah Provinsi Jawa Timur (Jatim) menyediakan fasilitas vaksinasi Covid-19 dosis booster kedua atau penguat dosis kedua bagi https://t.co/SoboJPb1ym",0,0,0,0,in,4838520568,1617616106511863816,Tian_A1,https://twitter.com/Tian_A1/status/1617616106511863816
Mon Jan 23 10:06:36 +0000 2023,1617463803939287040,"@worksfess agen tiket pesawat, dari surabaya lupa tujuannya kemana, waktu masi covid rame, aku bilang harus antigen, sat set sat set penumpang dah antigen kujualin tiketnya ternyata transit Pontianak dan harus pake swab pcr 🥲 akhirnya ku refund aja, aku nombokin uang toko 🤣",0,0,0,0,in,918495933716762624,1617178809782145030,dkfsl07,https://twitter.com/dkfsl07/status/1617463803939287040
Mon Jan 23 04:15:08 +0000 2023,1617375355425415170,#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 23 Januari 2023 #jadwalvaksinsurabaya https://t.co/jVmhjgzwKZ,0,0,0,0,in,79130206,1617375355425415170,jpnncom,https://twitter.com/jpnncom/status/1617375355425415170
Mon Jan 23 03:30:03 +0000 2023,1617364009275248643,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 23 Januari 2023 #infovaksin https://t.co/jVmhjgzwKZ,0,0,0,0,in,79130206,1617364009275248643,jpnncom,https://twitter.com/jpnncom/status/1617364009275248643
Mon Jan 23 02:16:02 +0000 2023,1617345383738544129,"Program yang berjalan sejak tahun 2020 telah mengantisipasi penyebaran covid-19 di Indonesia, khususnya di Rutan kelas I Surabaya,"" terang Hendrajati.""",0,1,0,0,in,1252906975492370432,1617345375580590082,HumasRutansby,https://twitter.com/HumasRutansby/status/1617345383738544129
Mon Jan 23 02:16:02 +0000 2023,1617345382136320001,"Kepala Rutan Surabaya, Wahyu Hendrajati, menyatakan bahwa pemberian asimilasi tersebut merupakan program pemerintah dalam mengantisipasi penyebaran Covid-19 di Indonesia.",0,1,0,0,in,1252906975492370432,1617345375580590082,HumasRutansby,https://twitter.com/HumasRutansby/status/1617345382136320001
Sun Jan 22 13:54:38 +0000 2023,1617158802016718848,@BPJSKesehatanRI @bedhoe_ Tapi emang scalling udah ga ditanggung bpjs lagi ya? Saya ke puskesmas di Surabaya udah gabisa soalnya setelah covid-19,1,1,0,0,in,606042833,1617093485693382657,sanirosyad,https://twitter.com/sanirosyad/status/1617158802016718848
Sat Jan 21 04:26:53 +0000 2023,1616653537496399872,#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 21 Januari 2023 #jadwalvaksisurabaya  https://t.co/uFa1irQ4SV,0,0,0,0,in,79130206,1616653537496399872,jpnncom,https://twitter.com/jpnncom/status/1616653537496399872
Sat Jan 21 03:45:03 +0000 2023,1616643008035958784,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 21 Januari 2023 #infovaksin https://t.co/uFa1irQ4SV,0,0,0,0,in,79130206,1616643008035958784,jpnncom,https://twitter.com/jpnncom/status/1616643008035958784
Fri Jan 20 02:57:34 +0000 2023,1616268669734244352,#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 20 Januari 2023 #jadwalvaksinsurabaya https://t.co/y0bcfaclvP,0,0,0,0,in,79130206,1616268669734244352,jpnncom,https://twitter.com/jpnncom/status/1616268669734244352
Fri Jan 20 02:35:03 +0000 2023,1616263003305041920,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 20 Januari 2023 #infovaksin https://t.co/y0bcfaclvP,0,0,0,0,in,79130206,1616263003305041920,jpnncom,https://twitter.com/jpnncom/status/1616263003305041920
Thu Jan 19 04:21:50 +0000 2023,1615927487070081024,#BeritaJatim Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 19 Januari 2023 #jadwalvaksinsurabaya https://t.co/0Xqs1Qz2pt,0,0,0,0,in,79130206,1615927487070081024,jpnncom,https://twitter.com/jpnncom/status/1615927487070081024
Thu Jan 19 02:45:04 +0000 2023,1615903135310188544,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 19 Januari 2023 #infovaksin https://t.co/0Xqs1Qz2pt,0,0,0,0,in,79130206,1615903135310188544,jpnncom,https://twitter.com/jpnncom/status/1615903135310188544
Wed Jan 18 07:50:04 +0000 2023,1615617504810012672,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 18 Januari 2023 #infovaksin https://t.co/2vCY7xR9KB,0,0,0,0,in,79130206,1615617504810012672,jpnncom,https://twitter.com/jpnncom/status/1615617504810012672
Wed Jan 18 02:43:28 +0000 2023,1615540347056320513,#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 18 Januari 2023 #jadwalvaksinsurabaya  https://t.co/2vCY7xR9KB,0,0,0,0,in,79130206,1615540347056320513,jpnncom,https://twitter.com/jpnncom/status/1615540347056320513
Tue Jan 17 04:41:23 +0000 2023,1615207631228133377,#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 17 Januari 2023 #jadwalvaksinsurabaya  https://t.co/1Aa25gsk2S,0,0,0,0,in,79130206,1615207631228133377,jpnncom,https://twitter.com/jpnncom/status/1615207631228133377
Tue Jan 17 02:05:03 +0000 2023,1615168292238553088,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 17 Januari 2023 #infovaksin https://t.co/1Aa25gsk2S,0,0,0,0,in,79130206,1615168292238553088,jpnncom,https://twitter.com/jpnncom/status/1615168292238553088
Mon Jan 16 03:34:48 +0000 2023,1614828487050944512,#BeritaJatim Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 16 Januari 2023 #jadwalvaksinsurabaya  #lokasivaksinsurabaya https://t.co/Kwc9bvvgIn,0,0,0,0,in,79130206,1614828487050944512,jpnncom,https://twitter.com/jpnncom/status/1614828487050944512
Mon Jan 16 02:40:03 +0000 2023,1614814710347763712,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 16 Januari 2023 #infovaksin https://t.co/Kwc9bvvgIn,0,0,0,0,in,79130206,1614814710347763712,jpnncom,https://twitter.com/jpnncom/status/1614814710347763712
Sun Jan 15 03:04:04 +0000 2023,1614458365719248896,#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 15 Januari 2023 #jadwalvaksinsurabaya  https://t.co/Dfj6nvHvhz,0,0,0,0,in,79130206,1614458365719248896,jpnncom,https://twitter.com/jpnncom/status/1614458365719248896
Sun Jan 15 02:10:03 +0000 2023,1614444771413757952,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 15 Januari 2023 #vaksinbooster https://t.co/Dfj6nvHvhz,0,0,0,0,in,79130206,1614444771413757952,jpnncom,https://twitter.com/jpnncom/status/1614444771413757952
Sun Jan 15 00:55:21 +0000 2023,1614425974996893697,"@convomfs Ada yg sama gk? Dulu gk pernah mabok walupun perjalanan jauh, ak pernah dari Lombok ke Surabaya fine2 aja tapi semenjak covid  setahunan gk pernah bepergian tbtb sekarang klok pergi jauh mabok padahal cuma 3 jaman doang😭",0,0,0,0,in,986750577127317504,1614279933421047808,arifkaaaaa,https://twitter.com/arifkaaaaa/status/1614425974996893697
Sat Jan 14 04:52:40 +0000 2023,1614123307749773313,#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 14 Januari 2023 #jadwalvaksin  #lokasivaksin  https://t.co/eeFgkQWZwB,0,0,0,0,in,79130206,1614123307749773313,jpnncom,https://twitter.com/jpnncom/status/1614123307749773313
Sat Jan 14 02:50:03 +0000 2023,1614092450397827074,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 14 Januari 2023 #infovaksin https://t.co/eeFgkQWZwB,0,0,0,0,in,79130206,1614092450397827074,jpnncom,https://twitter.com/jpnncom/status/1614092450397827074
Fri Jan 13 22:51:40 +0000 2023,1614032462212124672,"@yusufgunawan @dpuprpkp_MalKot @PemkotMalang Eh masih ada lubang tuh , pas belokan habis Rs Covid jl terusan ijen yg mau ke arah simpang empat jl Surabaya - Gede ,lubang kedalaman 10 cm buat mobil gak terasa tp buat motor boncengan bu mil langsung ....",0,0,1,1,in,750258343483105280,1613753418333712384,masaris01,https://twitter.com/masaris01/status/1614032462212124672
Fri Jan 13 09:59:25 +0000 2023,1613838118167142400,"SR, Surabaya – Menteri Keuangan Sri Mulyani Indrawati mengaku heran terhadap anak muda sekarang yang mengaku tidak suka pergi ke kantor, padahal Covid-19 sudah mereda. Dalam lawatannya ke Amerika Serikat, ia mendapat cerita bahwa terdapat kesenjangan  https://t.co/slSlyRMTuR https://t.co/VSgFriZ896",0,0,1,0,in,816345224037343232,1613838118167142400,superradioid,https://twitter.com/superradioid/status/1613838118167142400
Fri Jan 13 04:30:03 +0000 2023,1613755230340149248,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 13 Januari 2023 #infovaksin https://t.co/FB6xA18GvJ,0,0,0,0,in,79130206,1613755230340149248,jpnncom,https://twitter.com/jpnncom/status/1613755230340149248
Fri Jan 13 03:27:24 +0000 2023,1613739464320516098,#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 13 Januari 2023 #jadwalvaksinsurabaya #lokasivaksinsurabaya  https://t.co/FB6xA18GvJ,0,0,0,0,in,79130206,1613739464320516098,jpnncom,https://twitter.com/jpnncom/status/1613739464320516098
Thu Jan 12 10:20:32 +0000 2023,1613481042245218304,Perkenalkan namaku Parjo seorang pekerja borongan yang biasa melakukan renovasi gedung maupun rumah. Sudah 5 Bulan lamanya aku menganggur karena pandemi covid yang melanda Indonesia yang menyebabkan aku dan istriku memutuskan untuk tinggal di kampungku di daerah Surabaya.,0,1,0,12,in,1578236822517211136,1613481039363739648,ngobrolinastral,https://twitter.com/ngobrolinastral/status/1613481042245218304
Thu Jan 12 07:56:11 +0000 2023,1613444717089521665,"tp smua itu gagal krn 6 org keluarga besarku kena covid smuaaa yawes akhirnya gajadi k cilegon umpama saat itu jadi, gabisa bayangin kondisi punggungku 🤣 kobisa aku iya iya aja diajak naik ekonomi dr surabaya k bandung 😭 ogeb malah jember surabaya maunya eksekutif wkwkw kebalik",0,0,0,0,in,1489675094993829888,1613443554013249542,Annaschbb_,https://twitter.com/Annaschbb_/status/1613444717089521665
Thu Jan 12 03:28:19 +0000 2023,1613377305518440448,#BeritaJatim Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 12 Januari 2023 #jadwalvaksinsurabaya  #lokasivaksin https://t.co/6CjiIL8ceu,0,0,0,0,in,79130206,1613377305518440448,jpnncom,https://twitter.com/jpnncom/status/1613377305518440448
Thu Jan 12 01:10:04 +0000 2023,1613342512709783553,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 12 Januari 2023 #infovaksin https://t.co/6CjiIL8ceu,0,0,0,0,in,79130206,1613342512709783553,jpnncom,https://twitter.com/jpnncom/status/1613342512709783553
Wed Jan 11 11:56:26 +0000 2023,1613142788152983553,"Kepala Dishub Surabaya, Tundjung Iswandaru mengatakan bahwa penurunan PAD hal yang biasanya karena berdampak dari pandemi Covid-19. #selaluid... https://t.co/xUr5RP4p5C",0,0,0,0,in,1286703883075514374,1613142788152983553,selaluid,https://twitter.com/selaluid/status/1613142788152983553
Wed Jan 11 05:00:16 +0000 2023,1613038057854480385,#BeritaJatim Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 11 Januari 2023 #jadwalvaksinsurabaya  https://t.co/HHPA2iIGbR,0,0,0,0,in,79130206,1613038057854480385,jpnncom,https://twitter.com/jpnncom/status/1613038057854480385
Wed Jan 11 04:55:03 +0000 2023,1613036746597597187,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 11 Januari 2023 #infovaksin https://t.co/HHPA2iIGbR,0,0,0,0,in,79130206,1613036746597597187,jpnncom,https://twitter.com/jpnncom/status/1613036746597597187
Wed Jan 11 04:13:32 +0000 2023,1613026296845717504,"Pameran Arsip Covid 19 oleh @Unair_Official di Balai Pemuda Surabaya, besok terakhir! https://t.co/AP8jpUEKGs",0,0,0,5,in,880602541838356481,1613026296845717504,pekerjamuseum,https://twitter.com/pekerjamuseum/status/1613026296845717504
Tue Jan 10 07:03:54 +0000 2023,1612706784023805954,"Wali Kota Surabaya, Eri Cahyadi mengatakan program ekonomi kerakyatan berupa padat karya ini menjadi kunci utama keberhasilan Surabaya dalam membangkitkan ekonomi yang sempat terpuruk di masa pandemi COVID-19.  #PDIPerjuangan #50tahunPDIP #bangunlahjiwadanbadannya #SolidBergerak",0,0,0,4,in,153407983,1612706777543610369,PDI_Perjuangan,https://twitter.com/PDI_Perjuangan/status/1612706784023805954
Tue Jan 10 02:33:39 +0000 2023,1612638774705664000,#BeritaJatim Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 10 Januari 2023 #jadwalvaksin #lokasivaksin  https://t.co/pyV8c6Q1b6,0,0,0,0,in,79130206,1612638774705664000,jpnncom,https://twitter.com/jpnncom/status/1612638774705664000
Tue Jan 10 02:20:04 +0000 2023,1612635352967303169,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 10 Januari 2023 #infovaksin https://t.co/pyV8c6Q1b6,0,0,0,0,in,79130206,1612635352967303169,jpnncom,https://twitter.com/jpnncom/status/1612635352967303169
Tue Jan 10 00:15:06 +0000 2023,1612603906235969536,"LaNyalla: “Jadi tidak perlu khawatir jika saat ini pemerintah pusat mencabut kebijakan PPKM. Karena, Kota Surabaya dapat lebih siap dalam merecovery sektor-sektor yang terdampak oleh wabah Covid-19,”. #LaNyalla",0,1,5,5,in,1484380511447699457,1612603884706615298,adibaprayoga,https://twitter.com/adibaprayoga/status/1612603906235969536
Tue Jan 10 00:15:04 +0000 2023,1612603896991731712,"LaNyalla: “Penghargaan yang diraih tersebut menunjukan jika Pemkot Surabaya serius dalam menangani wabah Covid-19 yang melanda Surabaya,”. #LaNyalla",0,1,5,5,in,1484380511447699457,1612603884706615298,adibaprayoga,https://twitter.com/adibaprayoga/status/1612603896991731712
Tue Jan 10 00:14:34 +0000 2023,1612603772274114560,"Buku tentang Reni Astuti, Wakil Ketua DPRD Surabaya dari PKS, dan aneka peristiwa saat pandemi covid-19.. di Kota Surabaya https://t.co/YfLhVpjYHe https://t.co/P8LODne11T",0,0,0,1,in,442633554,1612603772274114560,pksdprdsurabaya,https://twitter.com/pksdprdsurabaya/status/1612603772274114560
Mon Jan 09 05:28:25 +0000 2023,1612320365707137027,"Obat terapi antiviral oral COVID-19, tablet nirmatrelvir dan tablet ritonavir, akan tersedia mulai Januari 2023 di sejumlah RS swasta dan beberapa apotek di wilayah Jabodetabek, Surabaya, Semarang, Yogyakarta, Bandung, Bali, Medan dan Makassar.  https://t.co/Eyir6gME87",0,0,1,1,in,18071520,1612320365707137027,antaranews,https://twitter.com/antaranews/status/1612320365707137027
Mon Jan 09 03:54:25 +0000 2023,1612296710826655748,Meskipun MASA COVID 19 berlalu ..RS tetap antri sampai 5 jam lebih...padahal RS terbesar di di INDONESIA...DOKTERNYA ahli2... Sekali2 pejabat jatim/surabaya cek tanpa pengawalan yang Membuat ANTRI itu APANYA...pasti ada SOLUSINYA.... https://t.co/ebUaOgekPT,0,0,0,0,in,1595318907979837440,1612296710826655748,jackempalsusur,https://twitter.com/jackempalsusur/status/1612296710826655748
Sun Jan 08 09:44:20 +0000 2023,1612022382260097026,#Pesawat dari Kanada Jadi yang Pertama Tiba di China Pascapelonggaran Covid-19 - Suara Surabaya #Covid #Covid19 https://t.co/bWWs5rVQk0,0,0,0,0,in,3231776798,1612022382260097026,beritacovid,https://twitter.com/beritacovid/status/1612022382260097026
Sun Jan 08 08:30:20 +0000 2023,1612003758036389889,"PNS, Ibu muda dari dua anak yg masih kecil. Terkena Kanker limphoma. Dirawat di RS di surabaya, oprasi ditunda karena covid, covid hilang, ganti paru² ada cairan. Blm selesai penanganan paru²nya, lalu keburu meninggal dunia. SOP covid bangsat! vaksin booster dobol! https://t.co/VfAjmwi8eY",0,6,40,112,in,90466457,1612003758036389889,kofielake,https://twitter.com/kofielake/status/1612003758036389889
Sun Jan 08 02:58:29 +0000 2023,1611920248277700609,#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 8 Januari 2023 #jadwalvaksinsurabaya  https://t.co/uHaB4Wfxx9,0,0,0,0,in,79130206,1611920248277700609,jpnncom,https://twitter.com/jpnncom/status/1611920248277700609
Sun Jan 08 02:40:03 +0000 2023,1611915607456505867,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 8 Januari 2023 #infovaksin https://t.co/uHaB4Wfxx9,0,0,0,0,in,79130206,1611915607456505867,jpnncom,https://twitter.com/jpnncom/status/1611915607456505867
Sat Jan 07 21:08:43 +0000 2023,1611832224181276673,pak @jokowi tiket pesawat dari palangkaraya ke surabaya kok mahal ya? padahal ke jakarta udah murah. padahal sama2 direct. padahal udah gak covid,0,0,0,0,in,170543877,1611832224181276673,Iffan24,https://twitter.com/Iffan24/status/1611832224181276673
Sat Jan 07 09:23:37 +0000 2023,1611654781021609989,"Happy weekend! Daripada rebahan aja, yuk nambah pengetahuan dengan datang ke Pameran Arsip Pandemi COVID-19 UNAIR. Ada booth hand sanitizer FF UNAIR juga😮  Kita tunggu di Alun-alun Surabaya sampe tanggal 12 Januari mulai jam 8 pagi - 9 malam ya. Gratis~  https://t.co/GUL0Bs3XlB https://t.co/o0K2NZM913",0,0,3,1,in,932500587349909504,1611654781021609989,ffunairofficial,https://twitter.com/ffunairofficial/status/1611654781021609989
Sat Jan 07 08:40:56 +0000 2023,1611644038553407488,#BeritaJatim  Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 7 Januari 2023 #jadwalvaksinsurabaya #lokasivaksinsurabaya  https://t.co/eIRoi3D6AY,0,0,0,0,in,79130206,1611644038553407488,jpnncom,https://twitter.com/jpnncom/status/1611644038553407488
Sat Jan 07 05:19:07 +0000 2023,1611593252041527296,"Sebanyak 1,2 juta dosis vaksin Covid-19 Inavac hasil pengembangan Universitas Airlangga Surabaya bersama PT Biotis Pharmaceutical siap disuntikkan ke masyarakat Indonesia. https://t.co/J0d5pre2Z4 #mediadigitalcpp #indotvlive #vaksin #inavac #booster #vaksinmerahputih https://t.co/e7HrLsEHKp",0,0,0,0,in,1274996555909525504,1611593252041527296,mediadigitalcpp,https://twitter.com/mediadigitalcpp/status/1611593252041527296
Fri Jan 06 09:44:53 +0000 2023,1611297745016426568,#BPBD Surabaya Tetap Siagakan Satgas Covid-19 Meski Asesmen ... - https://t.co/8P2Ya7dOva Jatim #Covid #Covid19 https://t.co/vDEnDeGLKp,0,0,0,0,in,3231776798,1611297745016426568,beritacovid,https://twitter.com/beritacovid/status/1611297745016426568
Fri Jan 06 06:01:54 +0000 2023,1611241628995289088,Universitas Airlangga menyelenggarakan Pameran Arsip Pandemi 19 di Balai Pemuda Surabaya. Pameran tersebut mengingatkan kembali bahwa Covid-19 harus selalu diwaspadai.   https://t.co/3UK67xSuBO  #Nusantara #AdadiKompas,0,0,0,0,in,255866913,1611241628995289088,hariankompas,https://twitter.com/hariankompas/status/1611241628995289088
Fri Jan 06 05:51:27 +0000 2023,1611238998953037824,Universitas Airlangga menyelenggarakan Pameran Arsip Pandemi 19 di Balai Pemuda Surabaya. Pameran tersebut mengingatkan kembali bahwa Covid-19 harus selalu diwaspadai.  https://t.co/L2AMAVYSAU  #Nusantara #AdadiKompas,0,0,0,0,in,155456716,1611238998953037824,KompasKlasika,https://twitter.com/KompasKlasika/status/1611238998953037824
Fri Jan 06 05:51:20 +0000 2023,1611238968707911680,Universitas Airlangga menyelenggarakan Pameran Arsip Pandemi 19 di Balai Pemuda Surabaya. Pameran tersebut mengingatkan kembali bahwa Covid-19 harus selalu diwaspadai. #Nusantara #AdadiKompas https://t.co/xSZATAUK5D,0,0,0,0,in,1504348745722654720,1611238968707911680,AuisGrand,https://twitter.com/AuisGrand/status/1611238968707911680
Fri Jan 06 03:35:02 +0000 2023,1611204669501755393,Nasib RS Darurat di Surabaya Setelah COVID-19 Melandai  https://t.co/wRQGbbPRZ3,0,0,1,0,in,1318893514336264193,1611204669501755393,IDNTimesJatim,https://twitter.com/IDNTimesJatim/status/1611204669501755393
Fri Jan 06 02:54:37 +0000 2023,1611194497354043392,#BeritaJatim Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 6 Januari 2023 #jadwalvaksinsurabaya  #lokasivaksinsurabaya  https://t.co/IIvNoxjHLg,0,0,0,0,in,79130206,1611194497354043392,jpnncom,https://twitter.com/jpnncom/status/1611194497354043392
Fri Jan 06 01:47:25 +0000 2023,1611177584515248128,@insanequeen_ Dulu aku jaman belum covid naik SA dari Surabaya aja udah kena 6jt kak.  Kalo 5jt berarti good deal bangettt.  Nanti kalo mau ke Korea aku bisikin homestay yang bagus dan murah. Mana deket di area Hongdae.,0,0,0,0,in,1584546479859175425,1611169683880972291,daifukufukuu_,https://twitter.com/daifukufukuu_/status/1611177584515248128
Fri Jan 06 01:10:04 +0000 2023,1611168185746870273,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 6 Januari 2023 #infovaksin https://t.co/IIvNoxjHLg,0,0,0,0,in,79130206,1611168185746870273,jpnncom,https://twitter.com/jpnncom/status/1611168185746870273
Thu Jan 05 09:49:33 +0000 2023,1610936531388370945,RSLT Surabaya Bekas Rawat Pasien Covid-19 Segera Dikosongkan  https://t.co/EqI8WUPJkG,0,0,1,1,in,848614550,1610936531388370945,e100ss,https://twitter.com/e100ss/status/1610936531388370945
Thu Jan 05 09:44:44 +0000 2023,1610935320928813058,#RSLT Surabaya Bekas Rawat Pasien Covid-19 Segera Dikosongkan - Suara Surabaya #Covid #Covid19 https://t.co/4jBV33kklf,0,0,0,0,in,3231776798,1610935320928813058,beritacovid,https://twitter.com/beritacovid/status/1610935320928813058
Thu Jan 05 03:55:03 +0000 2023,1610847319586656256,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 5 Januari 2023 #infovaksin https://t.co/OIQ56vTs1p,0,1,0,0,in,79130206,1610847319586656256,jpnncom,https://twitter.com/jpnncom/status/1610847319586656256
Thu Jan 05 03:54:06 +0000 2023,1610847079294963718,"Universitas Airlangga menggelar pameran arsip pandemi Covid-19 di Gelanggang Remaja Alun-Alun Surabaya pada Selasa, 3 Januari 2023. Dalam hal ini, ITD Unair berkontribusi menampilkan dokumentasi penanggulangan dan pembuatan vaksin Inavac #Unair #UniversitasAirlangga #ITDUnair https://t.co/nEGE1CNKyh",0,0,2,8,in,1547412535749799936,1610847079294963718,ITDUnair,https://twitter.com/ITDUnair/status/1610847079294963718
Wed Jan 04 14:40:04 +0000 2023,1610647253248802823,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 4 Januari 2023 #infovaksin https://t.co/GkIHurH12x,0,0,0,0,in,79130206,1610647253248802823,jpnncom,https://twitter.com/jpnncom/status/1610647253248802823
